title,price,location,address,distancia_m,details,link,descripcion
"Apartamento en  Arriendo en Calatrava, Bogotá",$ 2.900.000,"Suba, Bogotá","Calle 128a #72-50, Bogotá, Colombia",2986,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-calatrava-bogota/191978033,Apartamento de 3 alcobas con closet 2 baños sala comedor con chimenea  cocina integral zona de lavandería con muy buenos acabados y excelentes acabados
"Apartamento en Arriendo en Gilmar, Bogotá",$ 2.420.000,"Suba, Bogotá",CARRERA 62   165A- 69,1114,3 Habs. 2 Baños75 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gilmar-bogota/192619531,"Apartamento en arriendo ubicado en Gilmar, cuenta con un área de 75 mts tiene sala comedor en un solo ambiente, cuenta con chimenea en la sala, tiene tres habitaciones con closet, consta de un estudio, dos baños con calentador a gas su cocina es cerrada e integral, cuenta con estufa, horno y un extractor de humo. Sus pisos son en madera laminada, tiene un balcón, una excelente iluminación natural, la vista es al exterior, está ubicado en un octavo piso, posee zona de ropas y lavado, cuenta con servicios públicos, tiene un depósito externo y un garaje cubierto sencillo. El valor del canon es más administración. Adicional el edificio cuenta con dos ascensores, zona infantil, piscina, gimnasio, canchas, zona BBQ y vigilancia las 24 horas. Vías de acceso Av. Boyacá, Calle 167, Auto Norte, cerca del transporte público. para más información comuníquese con la ejecutiva comercial Lina Ramos al celular yo WhatsApp 3187078140, o al correo lina.ramosinmobiliariasaliadas.com 1133-3000006990"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.900.000,"Suba, Bogotá","Carrera 58C #152B-66, Bogotá, Colombia",776,3 Habs. 1 Baño52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191912892,"Descubra la vida urbana en su máxima expresión en este moderno y espacioso apartamento en un sexto piso, un oasis de luz natural con la comodidad de un ascenso por escalera. Estratégicamente ubicado a pasos del Éxito de Colina Campestre, este hogar le sitúa en el corazón de una vida vibrante, con acceso inmediato a una inigualable oferta de comercios, restaurantes y servicios. Disfrute de la conveniencia y el dinamismo que siempre ha deseado."
"Apartamento en Arriendo en Gilmar, Bogotá",$ 2.350.000,"Suba, Bogotá",Calle 167 #57 -70,1553,3 Habs. 2 Baños68 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gilmar-bogota/192608235,"Hermoso, iluminado y acogedor apartamento de 68 m2. Cuenta con 3 alcobas, 2 baños, hall de alcobas, sala-comedor con balcón, cocina integral a gas, zona de lavanderia y parqueadero cubierto. En conjunto cerrado con vigilancia 24/7, CCTV, bicicletero, 2 salones comunales, zona infantil y parqueadero de visitantes. En zona residencial, con acceso a vías principales, transporte público, centros comerciales, supermercados, colegios, parques y mucho mas!"
"Apartamento en Arriendo en Suba, Bogotá",$ 3.100.000,"Suba, Bogotá","Parque Gratamira, Cl. 152C, Bogotá, Colombia",293,3 Habs. 2 Baños77 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192517551,"Apartamento Amplio y acogedor apartamento de 77 m² ubicado en una tranquila zona residencial de Suba, ideal para familias o parejas que buscan comodidad y funcionalidad. Este inmueble, con una agradable vista interior que garantiza privacidad y sosiego, se encuentra estratégicamente diseñado para aprovechar cada espacio Características Principales: 3 cómodas habitaciones con closet , todas con buena iluminación y espacio para almacenamiento 2 baños completos, modernos y bien mantenidos, uno de ellos en la habitación principal Sala Comedor,Cocina Integral,Balcón,deposito y parqueadero cubierto."
"Apartamento en Arriendo en La cabrera, Bogotá",$ 40.000.000,"Suba, Bogotá","Cabrera, Avenida Boyacá, Bogotá, Colombia",1259,3 Habs. 4 Baños350 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-cabrera-bogota/192412754,"¡Perfecto! Con la información completa, aquí tienes la descripción optimizada y profesional del apartamento en **La Cabrera**, lista para publicar:

---

? Vive el lujo en este espectacular apartamento para estrenar en arriendo en La Cabrera. Espacios generosos, 3 balcones y terrazas para disfrutar del aire libre. Edificio con amenidades premium y planta eléctrica total. ¡Exclusividad y confort en una de las mejores zonas de Bogotá!

? **Ubicación:** La Cabrera, Bogotá
? **Área Construida:** 350 m²
? **Características:**
✔️ 3 habitaciones con baño privado ?
✔️ 3.5 baños ?
✔️ Estar de alcobas ✨
✔️ Cocina abierta y cerrada equipada ?
✔️ Cuarto y baño de servicio ?
✔️ 3 balcones grandes y terrazas ?
✔️ 3 parqueaderos + 2 bicicleteros ??
✔️ Depósito ?
✔️ Zonas comunes: gimnasio ?️, salones para adultos, jóvenes (con PlayStation) y niños ??, parque, jardín de yoga ?, terraza, rooftop con BBQ ?
✔️ Planta eléctrica total ⚡ y caldera ?
? Canon: \$40.000.000 + administración

? **Contáctanos ya:**
¡Disfruta de un estilo de vida exclusivo en La Cabrera! ?✨"
"Apartamento en Arriendo en Pinar de Suba, Bogotá",$ 1.350.000,"Suba, Bogotá","Calle 156 #92-64, Bogotá, Colombia",1797,3 Habs. 2 Baños64 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-pinar-de-suba-bogota/192614822,"Apartamento Duplex ubicado en el sector de suba salitre , CR Monteredondo, a pocas cuadras del Cai de Policía del Pinar. Quinto piso, con amplios espacios, excelente iluminación, acceso por escalera, parqueadero propio ( en servidumbre). Nivel 1: Cocina, sala-comedor, 1 baño, 1 habitación, 1 depósito ( bajo la escalera). Nivel 2: Dos habitaciones, un baño, un depósito tipo altillo. Con gran facilidad de comercio en la zona, a pocos minutos del CC Subazar, del parque principal de suba, del CC Plaza Imperial, Hospital de suba , facilidad de transporte público y conexión a la av Boyacá, Calle 170 por la vía a la conejera. Mas información Laura Vega Inmobiliaria Profesional."
"Apartamento en Arriendo en Portales del norte, Bogotá",$ 2.100.000,"Suba, Bogotá","Cl. 163 #72-90, Bogotá, Colombia",610,3 Habs. 2 Baños78 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-portales-del-norte-bogota/192597405,"Adquiere este acogedor apto en zona residencial, apto con vista exterior, de tres alcobas con closet, sala comedor, cocina integral a gas, zona de ropas, dos baños familiares, garaje doble descubiertos. estrato 4, zonas vedes, portería 24 horas, salón social, parque infantil, bicicleteros, con vías de acceso cercanas, trasporte publico a la mano, valor del arriendo $2.100.000 incluida la administración"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 4.500.000,"Suba, Bogotá",Kr 56A # 148 - 36 Altavista,1410,3 Habs. 3 Baños140 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192466680,"Codigo: 18796. Se arrienda amplio apartamento en Colina Campestre, conjunto residencial Altavista. Con un área de 140 m², ubicado en el piso 12 con vista exterior. Cuenta con hall de entrada, sala-comedor, estudio, balcón, cocina integral, tres habitaciones (la principal con vestier y baño privado), baño auxiliar, cuarto y baño de servicio, para un total de tres baños. Pisos en madera, en buen estado. Incluye dos parqueaderos independientes y depósito.
El conjunto, estrato 5 y construido en 2005, ofrece excelentes zonas comunes: salón comunal, parque infantil, terraza BBQ, gimnasio, casilleros de correspondencia, gabinete de incendios, escaleras de emergencia, ascensor 24 horas, citófono, circuito cerrado de TV y recepción. Ideal para quienes buscan comodidad, amplitud y buena ubicación."
"Apartamento en Arriendo en Gratamira, Bogotá",$ 7.350.000,"Suba, Bogotá","Calle 137d #76a-50, Bogotá, Colombia",1490,4 Habs. 4 Baños300 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gratamira-bogota/192599952,"Hermoso apartamento en 1 piso esquinero exterior con espectacular vista y en conjunto cerrado. Consta de 300 M2 distribuidos en 3 niveles que se componen de sala, comedor, estudio, family room, zona de estar, cocina americana, CBS, 4. habitaciones, 4 baños y 3 parqueaderos. Conjunto ubicado en la vía antigua a Suba, cerca a estación de Gratamira, Av suba y. Av Boyacá. Conjunto con amplias zonas verdes, parques infantiles y parqueaderos para visitantes."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.900.000,"Suba, Bogotá",CARRERA 59   152B- 74,1514,3 Habs. 2 Baños53 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192521078,"Acogedor APARMENTO EN ARRIENDO en La Colina, de 53 mts, 3 habitaciones con closet, la principal con baño privado y baño social, altillo, sala comedor, cocina, zona de lavandería y parqueadero cubierto. En conjunto cerrado con zonas verdes, parque infantil, salón comunal y parqueadero de visitantes. Excelente ubicación a solo cuadra y media de la avenida Boyacá, con comercio cercano como Carulla, Éxito, Multiplaza Drive, centros de salud, cajeros, parques y centros comerciales, como Parque de la Colina. 233-881"
"Apartamento en Arriendo en Suba, Bogotá",$ 2.849.000,"Suba, Bogotá",Carrera 74A 167-31,996,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192636723,"Arriendo apartamento con muy buena iluminación, piso 10, consta de Sala comedor con balcón, cocina integral a gas abierta, estar o estudio, tres habitaciones, todas con closet, la principal con vestier y baño, adicional baño de alcobas, zona de lavandería, garaje y depósito. El edificio cuenta con gimnasio, salón comunal, zonas verdes, vigilancia 24*7. Vías de acceso como la Av. Boyacá y la Cll 170, acceso a transporte público, paradas de Sitp, cerca a CC colina y Clínica Colina."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.500.000,"Suba, Bogotá","Colina campestre, Suba, Bogotá, Colombia",1192,3 Habs. 3 Baños98 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192507881,"Este moderno apartamento dúplex de 98 m² en Colina Campestre te ofrece un estilo de vida cómodo y funcional. Con vista exterior, disfrutarás de abundante luz natural y un ambiente agradable.
encontrará en el primer nivel La sala - comedor es un espacio amplio e integrado, perfecto para el entretenimiento y la vida cotidiana. La cocina integral está diseñada para ser práctica y eficiente, una habitación amplia con baño privado y Vestier, Además, cuenta con un encantador balcón y  habitación , baño social
el segundo nivel encontraras estudio, una terraza, ideales para relajarse y disfrutar del aire libre, una habitación principal agradable y amplia con baño privado y Vestier
La propiedad incluye un parqueadero cubierto, garantizando seguridad y comodidad para tu vehículo."
"Apartamento en Arriendo en Villa del prado, Bogotá",$ 1.500.000,"Suba, Bogotá",CARRERA 102 No.  155 -  19,2641,3 Habs. 1 Baño45 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-del-prado-bogota/192623740,"Apartamento hermoso de tres habitacioes con closet, sala comedor, un baño, cocina integral, zona de lavado y garaje"
"Apartamento en Arriendo en Santa helena, Bogotá",$ 1.800.000,"Suba, Bogotá","Carrera 54C #146a-15, Bogotá, Colombia",1790,3 Habs. 2 Baños65 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-santa-helena-bogota/192485598,"Apartamento de 65m² ¡VEALO! ideal para disfrutar de un ambiente cómodo. Cuenta con3 acogedoras alcobas, 2 baños y una amplia sala comedor que ofrece un espacio perfecto para compartir en familia o recibir visitas, La cocina integral, es el lugar perfecto para preparar tus platos favoritos.
Ubicado en una zona tranquila y de fácil acceso, este apartamento es una excelente opción para vivir . ¡No pierdas la oportunidad tu nuevo hogar!"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 11.000.000,"Suba, Bogotá","Carrera 55a #134A-85, Bogotá, Colombia",2159,3 Habs. 4 Baños216 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192385287,"Apartamento Moderno AMOBLADO ubicado a menos de 5 minutos del Centro Comercial San Rafael, con iluminación natural, claraboyas distribuidas en el apartamento. puerta que separa las alcobas de la zona social, 3 alcobas con balcón, dos salas y comedor independiente cocina abierta con cuarto de aseo independiente, balcon social para BBQ, 2 garajes y deposito. ADMINISTRACIÓN INCLUIDA."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.300.000,"Suba, Bogotá","Calle 152B 73-26,",205,2 Habs. 1 Baño35 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192637121,"Descubre tu nuevo hogar en este exclusivo apartamento amoblado, ubicado en un privilegiado piso 12, donde podrás disfrutar del cálido sol de la mañana. Diseñado pensando en tu comodidad y estilo de vida, este moderno espacio no solo cuenta con acabados de lujo, sino también con una acogedora habitación, un baño, un estudio, y una cocina abierta que se integra armoniosamente al área social. Además, dispone de una práctica zona de ropas independiente.

Su ubicación es inmejorable, a pocos pasos de la Av. Boyacá, lo que te permitirá un fácil acceso a puntos estratégicos de la ciudad. Sumérgete en la diversidad de opciones que te ofrecen sus alrededores, desde el Centro Comercial Parque la Colina hasta supermercados como Éxito y Carulla, sin olvidar la cercanía con la Clínica de la Colina, asegurando tu bienestar y el de tus seres queridos.

El conjunto residencial está pensado para complementar tu estilo de vida dinámico y moderno, ofreciéndote exclusivas amenidades como gimnasio, salones sociales, terraza bbq, salón de juegos y minimarket. Su vibrante comunidad, mayormente compuesta por gente joven, crea el ambiente perfecto para socializar y disfrutar. Además, aquí tus mascotas son bienvenidas, convirtiéndolo en el lugar ideal para comenzar una nueva etapa. ¡Bienvenido a tu nuevo hogar!"
"Apartamento en Arriendo en Suba Las Mercedes, Bogotá",$ 1.200.000,"Suba, Bogotá",CR 106A 154A 46 TO 4 AP 1005 - FERRARA APARTAMENTOS,2981,2 Habs. 1 Baño37 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-las-mercedes-bogota/192511671,Apartamento Arriendo 37 mts Cundinamarca BOGOTÁ CORPAS SUBA Código Coninsa:74740
"Apartamento en  Arriendo en Portales del Monte, Bogotá",$ 3.500.000,"Suba, Bogotá",KR 65 # 169B - 55,1487,2 Habs. 2 Baños75 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-portales-del-monte-bogota/191917398,"Bienvenido a tu nuevo hogar en el exclusivo Conjunto Residencial Origami, ubicado en el tranquilo y acogedor barrio Portales del Norte. Está diseñado para ofrecerte comodidad y Tranquilidad, Tiene un área de 75 m² distribuidos eficientemente para maximizar el espacio, Ubicado en el piso 15.
2 habitaciones luminosas, La habitación principal cuenta con un baño privado, brindando privacidad y comodidad, 2 baños completos, equipados con acabados modernos,
Disfruta de un encantador balcón donde podrás disfrutar de vistas panorámicas del entorno. 1 parqueadero privado y cubierto, Cuenta con Zonas verdes Salones sociales y espacios para eventos.Seguridad 24/7, Situado en Portales del Norte, este apartamento se beneficia de una ubicación estratégica, cerca de centros comerciales, colegios, y transporte público,
No pierdas la oportunidad de vivir en este hermoso apartamento ¡Contáctenos para más información y agenda tu visita!"
"Apartamento en Arriendo en Britalia, Bogotá",$ 1.500.000,"Suba, Bogotá",Carrera 56   167A - 03 Edificio Mawi Apto 807 Garaje 60 Deposito 11,1522,1 Habs. 2 Baños44 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-britalia-bogota/192578472,"Descubre la comodidad y elegancia en este exclusivo apartamento en arriendo ubicado en una de las zonas más prestigiosas de la ciudad. Con 1 habitación, 2 baños y 1 parqueadero, este espacio de 44.49 metros cuadrados ofrece un ambiente acogedor y funcional para tu estilo de vida. Disfruta de acabados de alta calidad y una distribución inteligente que maximiza cada rincón. Por tan solo $1,500,000, aseguras tu bienestar y confort en un entorno privilegiado. ¡Haz de este lugar tu nuevo hogar!"
"Apartamento en Arriendo en Suba la Campiña, Bogotá",$ 1.181.700,"Suba, Bogotá",CARRERA 91 137- 59,1955,2 Habs. 1 Baño47 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-la-campiña-bogota/192510882,"APARTAMENTO CON ILUMINACION NATURAL,  ACABADOS EN MADERA, AMPLIO, VISTA EXTERIOR, COCINA INTEGRAL, CALENTADOR A GAS PISOS EN CERAMICA, CON ASCENSOR. UBICADO A 5 MINUTOS DE ESTACION TRV 91, CERCA CC CENTRO SUBA, SUBAZAR, COLEGIO CERCANOS, SUPERMERCADOS, FACIL ACCESO DE TRANSPORTE. 63-4711"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.700.000,"Suba, Bogotá",Carrera 58d,2198,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191920605,"[ARR] ID HOUM: 146392

Entérate de todos los beneficios al arrendar con nosotros:
• Asistencia e intermediación con el propietario
• Firma tu contrato online
• Arrienda sin burocracia, sin papeleos ni notarías

Departamento en arriendo, ubicado en el barrio Ciudad Jardín Norte, con una superficie construida de 40.00 m² y superficie total de 40.00  m².

Sus principales características son:

• Amoblado
• 1 dormitorio
• 1 baño
• Admite mascotas
• Cocina tipo americana
• Año de construcción: 2024

Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso.


Requisitos para arrendar con nosotros:

• Arrienda sin codeudor*, fácil, rápido y seguro
• Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble)
• Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos
• No debes tener reportes negativos en centrales de crédito


IMPORTANTE:

• Te invitamos a agendar una visita a esta propiedad
• Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros

Más que una inmobiliaria, somos Houm.
*Aplican T&C"
"Apartamento en Arriendo en Suba, Bogotá",$ 3.310.000,"Suba, Bogotá","Calle 134A # 57A-35
Ap 101 T6",2134,3 Habs. 2 Baños115 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192292745,"Acogedor apartamento en venta o arriendo, ubicado en el exclusivo sector de Colina Campestre. Cuenta con 3 habitaciones, la principal con baño privado, además de un baño completo adicional para las demás habitaciones. Dispone de un estar de alcobas o estudio, ideal para trabajar o disfrutar en familia. La sala comedor es amplia, muy iluminada y con una cálida chimenea que crea un ambiente muy acogedor. La cocina es generosa en espacio, con área adicional perfecta para un comedor auxiliar o una zona de trabajo. Cuenta con 2 parqueaderos y un depósito. Se encuentra en un conjunto cerrado con portería única, vigilancia 24 horas salones sociales y excelentes zonas comunes. Su ubicación es privilegiada, a pocos pasos del Centro Comercial San Rafael, Parque Colina, supermercados, colegios, restaurantes y con fácil acceso a transporte público. Además, está frente a parques, ideal para disfrutar de espacios al aire libre.

¡No pierdas la oportunidad de vivir en una de las mejores zonas de la ciudad! Contáctanos para más información."
"Apartamento en Arriendo en Alejandria, Bogotá",$ 2.400.000,"Suba, Bogotá","Calle 159 #54-35, Bogotá, Colombia",1512,1 Habs. 2 Baños47 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alejandria-bogota/192498113,"Arriendo apartaestudio en Mazuren, Alejandría, piso 6, 47 mts, 1 habitación, 2 baños, parqueadero y depósito. Conjunto Club House. Piscina de adultos, niños, sauna, turco, parque infantil, terraza bbq, salón social. valor $2.400.000"
"Apartamento en Arriendo en Autopista Norte, Bogotá",$ 3.500.000,"Suba, Bogotá","Autopista Norte, Bogotá, Colombia",2731,3 Habs. 2 Baños91 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-autopista-norte-bogota/192563496,"Te arriendo este apartamento para estrenar, ubicado en el conjunto El  Recreo, sobre la autopista Norte, consta de 3 alcobas, estudio, sala comedor, 1 parqueadero y depósito."
"Apartamento en Arriendo en Prado pinzon, Bogotá",$ 1.600.000,"Suba, Bogotá","Calle 145 #46-13, Bogotá, Colombia",2597,2 Habs. 1 Baño50 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-prado-pinzon-bogota/192562898,"✳️ ARRIENDO HERMOSO APARTAMENTO CON EXCELENTE UBICACION EN SECTOR PRADO PINZON
⭕️ CARACTERÍSTICAS
✔️ Conjunto Residencial el Conquistador
✔️ Cuarto piso
✔️ Dos alcobas
✔️ Un baño
✔️ Sala comedor
✔️ Cocina semi integral
✔️ Zona de lavado
✔️ Un deposito
☑️ Valor incluye administración
☎️ Contactanos para darte mas información y agendar una visita"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.350.000,"Suba, Bogotá","Carrera 73b #146f-50, Bogotá, Colombia",499,2 Habs. 2 Baños50 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192602427,"Este encantador apartamento se encuentra en el Conjunto Residencial Limonar, ubicado en la Carrera 73B #146F-50, en Bogotá.

Situado en un sexto piso (no cuenta con ascensor), el apartamento consta de una sala comedor, una cocina integral y una zona de lavado equipada con calentador a gas. Dispone de dos baños y dos habitaciones, una de ellas con clóset.

El conjunto residencial ofrece parque para niños y parqueadero comunal."
"Apartamento en  Arriendo en Suba, Bogotá",$ 4.500.000,"Suba, Bogotá",Altos de suba,2558,5 Habs. 4 Baños168 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/191937862,"ARRIENDO BELLISIMO APARTAMENTO En Quintas de Lindaraja Altos de suba de 168mts + mezanine de 60 metros queda en 4to Piso.  Consta de: 5 habitaciones, estudio, 4 baños, sala comedor, balcon, cocina integral completa, zona de lavanderia, y 2 parqueaderos propios.

.....SE ARREINDA CON LA ADAMINISTRACION INCLUIDA...."
"Apartamento en arriendo en Cerros de Suba, Bogotá",$ 9.009.500,"Suba, Bogotá",Carrera 77 #130 A -50,2525,4 Habs. 5 Baños487 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/10992331,"EN ARRIENDO Y/O VENTA HERMOSO PENT-HOUSE de 487 metros cuadrados, distribuido en dos pisos y dos niveles. Ubicado en el Piso tres. En la planta principal se encuentra amplia sala comedor, baño social, área de estudio con balcón, extensa cocina con isla y comedor auxiliar, zona de lavandería, así como cuarto y baño de servicio. Planta media está conformada por una sala de estar, alcoba con baño y balcón, en la planta baja encontrarán sala de estar y una habitación con baño, por último, la planta alta está conformada por un estudio con balcón, cómoda terraza con vista a la ciudad y dos alcobas cada una con baño. Cuenta con excelente luz natural, entorno rodeado de naturaleza, bellísima vista sobre el norte y los cerros orientales de Bogotá. En general se aprecian amplios espacios; con buenas alturas piso-techo en sus distintas áreas y con buena arquitectura. Construcción de altas especificaciones y excelente ubicación cerca de colegios, instituciones médicas, centros comerciales y comercio entre otros."
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.700.000,"Suba, Bogotá",Carrera 58d,2198,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191927681,"[ARR] ID HOUM: 147235

Entérate de todos los beneficios al arrendar con nosotros:
• Asistencia e intermediación con el propietario
• Firma tu contrato online
• Arrienda sin burocracia, sin papeleos ni notarías

Departamento en arriendo, ubicado en el barrio Ciudad Jardín Norte, con una superficie construida de 40.00 m² y superficie total de 40.00  m².

Sus principales características son:

• Amoblado
• 1 dormitorio
• 1 baño
• Admite mascotas
• Año de construcción: 2024

Además, el inmueble cuenta con las siguientes amenidades:

• Vigilancia 24 hrs

Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso.

Requisitos para arrendar con nosotros:

• Arrienda sin codeudor*, fácil, rápido y seguro
• Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble)
• Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos
• No debes tener reportes negativos en centrales de crédito


IMPORTANTE:

• Te invitamos a agendar una visita a esta propiedad
• Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros

Más que una inmobiliaria, somos Houm.
*Aplican T&C"
"Apartamento en Arriendo en Suba urbano, Bogotá",$ 1.650.000,"Suba, Bogotá",CALLE 145 85- 80,1511,3 Habs. 2 Baños62 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-urbano-bogota/192550021,"Espectacular casa en arriendo de tres pisos, ubicado en Suba. Muy cerca de estaciones de Transmilenio, cerca de vías principales como la Cl. 145, la Cr. 76, la Av. Boyacá, entre otras. Cuenta con 3 habitaciones y dos baños con acabados de lujo. Adicional una pequeña bodega. El conjunto cuenta con amplias zonas verdes, gimnasio, salón social, vigilancia 24 horas y mucho más.  Cualquier información adicional contáctenos al correo electrónico [email protected] o al teléfono 3166098611. El equipo de Inmobiliaria Bogotá está comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad. 1132-2021214945"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.800.000,"Suba, Bogotá",CL 152C # 73 - 0,101,1 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192337131,"Se arrienda apartamento, piso 16 vista externa, 1 alcobas terminadas con closet, estudio abierto, un baño full, cocina y sala  tipo americano, excelente estado, contrato con aseguradora, el conjunto cuenta con gym, salones sociales, bbq, bicicletero, zona infantil, mini market, cerca ala av Boyacá, calle 153, av calle 138, av calle 170, transporte público de fácil acceso"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 4.000.000,"Suba, Bogotá",CARRERA 57 138- 66,1673,2 Habs. 2 Baños110 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192464636,"Hermoso apartamento ubicado en  Colina Campestre en la localidad de Suba, el cual esta cerca al Club de Sub oficiales de las Fuerzas Militares, Carulla Colina, Centro  comercial Porto Alegre, Colegio Cristo Rey, Cinemark, Exito Wow, Gimnasios, cerca a calle 138 con carrera 58 con acceso a transporte publico y vías secundarias, un lugar perfecto para vivir en familia con muy alto grado de seguridad, el apartamento cuenta con dos alcobas hermosas una con baño privado, amplia sala comedor con chimenea, baño social con ducha especial, cocina integral hermosa estilo americano, espacio para zona de ropas independiente, con zona para lavadora y secadora, dos parqueaderos, un deposito. Cualquier información adicional contáctenos al correo electrónicoluis.garzoninmobiliariabogota.com o al teléfono 3174222674. El equipo de Inmobiliaria Bogotá está comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad.  1132-2021214748"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.526.000,"Suba, Bogotá",Calle 152 B #73 -26,196,1 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192225441,"Descubre la comodidad y elegancia en este exclusivo apartamento en arriendo. Con una ubicación privilegiada en Arriendo, este inmueble de 36 metros cuadrados ofrece una habitación, un baño, un estudio o segunda habitación auxiliar y espacios bien distribuidos para tu confort. Su diseño moderno y acabados de alta calidad crean un ambiente acogedor y sofisticado. Disfruta de la tranquilidad y seguridad que este lugar te brinda. ¡Haz de este apartamento tu nuevo hogar! Contáctanos para más información."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.500.000,"Suba, Bogotá",Carrera 72 BIS #152 B -25,240,3 Habs. 2 Baños66 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192377051,"Descubre este elegante APARTAMENTO con 3 habitaciones y 2 baños en una ubicación privilegiada. Con 66 metros cuadrados, este inmueble ofrece comodidad y estilo. Además, cuenta con 1 parqueadero para tu conveniencia. No pierdas la oportunidad de vivir en este espacio único. ¡Contáctame hoy para más información! ANDRES CAMILO BARRAGAN Numero 3133172516"
